gene_symbol	hgnc_id	omim_disease_id	omim_title	omim_disease_description	omim_description_original	omim_all_criteria_include	omim_molecular_basis_known	omim_type_include	omim_id_include	omim_disease_description_somatic_response_include	gene_include
GPR88	HGNC:4539	616939	CHOREA, CHILDHOOD-ONSET, WITH PSYCHOMOTOR RETARDATION	?Chorea, childhood-onset, with psychomotor retardation	?Chorea, childhood-onset, with psychomotor retardation, 616939 (3)	n	y	n	y	y	y
GUCY2D	HGNC:4689	215500	CHOROIDAL DYSTROPHY, CENTRAL AREOLAR, 1	?Choroidal dystrophy, central areolar 1	?Choroidal dystrophy, central areolar 1, 215500 (3)	n	y	n	y	y	y
DNAH1	HGNC:2940	617577	CILIARY DYSKINESIA, PRIMARY, 37	?Ciliary dyskinesia, primary, 37	?Ciliary dyskinesia, primary, 37, 617577 (3)	n	y	n	y	y	y
GAS2L2	HGNC:24846	618449	CILIARY DYSKINESIA, PRIMARY, 41	?Ciliary dyskinesia, primary, 41	?Ciliary dyskinesia, primary, 41, 618449 (3)	n	y	n	y	y	y
STK36	HGNC:17209	619436	CILIARY DYSKINESIA, PRIMARY, 46	?Ciliary dyskinesia, primary, 46	?Ciliary dyskinesia, primary, 46, 619436 (3)	n	y	n	y	y	y
CHUK	HGNC:1974	613630	FETAL ENCASEMENT SYNDROME	?Cocoon syndrome	?Cocoon syndrome, 613630 (3)	n	y	n	y	y	y
COQ7	HGNC:2244	616733	COENZYME Q10 DEFICIENCY, PRIMARY, 8	?Coenzyme Q10 deficiency, primary, 8	?Coenzyme Q10 deficiency, primary, 8, 616733 (3)	n	y	n	y	y	y
COQ5	HGNC:28722	619028	COENZYME Q10 DEFICIENCY, PRIMARY, 9	?Coenzyme Q10 deficiency, primary, 9	?Coenzyme Q10 deficiency, primary, 9, 619028 (3)	n	y	n	y	y	y
PAX6	HGNC:8620	120430	COLOBOMA OF OPTIC NERVE	?Coloboma of optic nerve	?Coloboma of optic nerve, 120430 (3)	n	y	n	y	y	y
PAX6	HGNC:8620	120200	COLOBOMA, OCULAR, AUTOSOMAL DOMINANT	?Coloboma, ocular	?Coloboma, ocular, 120200 (3)	n	y	n	y	y	y
SALL2	HGNC:10526	216820	COLOBOMA, OCULAR, AUTOSOMAL RECESSIVE	?Coloboma, ocular, autosomal recessive	?Coloboma, ocular, autosomal recessive, 216820 (3)	n	y	n	y	y	y
LYRM4	HGNC:21365	615595	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 19	?Combined oxidative phosphorylation deficiency 19	?Combined oxidative phosphorylation deficiency 19, 615595 (3)	n	y	n	y	y	y
ATP5F1A	HGNC:823	616045	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22	?Combined oxidative phosphorylation deficiency 22	?Combined oxidative phosphorylation deficiency 22, 616045 (3)	n	y	n	y	y	y
MARS2	HGNC:25133	616430	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25	?Combined oxidative phosphorylation deficiency 25	?Combined oxidative phosphorylation deficiency 25, 616430 (3)	n	y	n	y	y	y
TXN2	HGNC:17772	616811	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 29	?Combined oxidative phosphorylation deficiency 29	?Combined oxidative phosphorylation deficiency 29, 616811 (3)	n	y	n	y	y	y
MRPS7	HGNC:14499	617872	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34	?Combined oxidative phosphorylation deficiency 34	?Combined oxidative phosphorylation deficiency 34, 617872 (3)	n	y	n	y	y	y
MRPS14	HGNC:14049	618378	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 38	?Combined oxidative phosphorylation deficiency 38	?Combined oxidative phosphorylation deficiency 38, 618378 (3)	n	y	n	y	y	y
GATB	HGNC:8849	618838	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 41	?Combined oxidative phosphorylation deficiency 41	?Combined oxidative phosphorylation deficiency 41, 618838 (3)	n	y	n	y	y	y
TIMM22	HGNC:17317	618851	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 43	?Combined oxidative phosphorylation deficiency 43	?Combined oxidative phosphorylation deficiency 43, 618851 (3)	n	y	n	y	y	y
MRPL12	HGNC:10378	618951	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 45	?Combined oxidative phosphorylation deficiency 45	?Combined oxidative phosphorylation deficiency 45, 618951 (3)	n	y	n	y	y	y
MRPS23	HGNC:14509	618952	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 46	?Combined oxidative phosphorylation deficiency 46	?Combined oxidative phosphorylation deficiency 46, 618952 (3)	n	y	n	y	y	y
MRPS28	HGNC:14513	618958	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 47	?Combined oxidative phosphorylation deficiency 47	?Combined oxidative phosphorylation deficiency 47, 618958 (3)	n	y	n	y	y	y
MEIF2	-	619024	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 49	?Combined oxidative phosphorylation deficiency 49	?Combined oxidative phosphorylation deficiency 49, 619024 (3)	n	y	n	y	y	n
MRPS25	HGNC:14511	619025	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 50	?Combined oxidative phosphorylation deficiency 50	?Combined oxidative phosphorylation deficiency 50, 619025 (3)	n	y	n	y	y	y
PTCD3	HGNC:24717	619057	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 51	?Combined oxidative phosphorylation deficiency 51	?Combined oxidative phosphorylation deficiency 51, 619057 (3)	n	y	n	y	y	y
CFB	HGNC:1037	615561	COMPLEMENT FACTOR B DEFICIENCY	?Complement factor B deficiency	?Complement factor B deficiency, 615561 (3)	n	y	n	y	y	y
UNC119	HGNC:12565	-	NA	?Cone-rod dystrophy (3)	?Cone-rod dystrophy (3)	n	y	n	n	y	y
NRIP1	HGNC:8001	618270	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 3	?Congenital anomalies of kidney and urinary tract 3	?Congenital anomalies of kidney and urinary tract 3, 618270 (3)	n	y	n	y	y	y
NUS1	HGNC:21042	617082	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iaa	?Congenital disorder of glycosylation, type 1aa	?Congenital disorder of glycosylation, type 1aa, 617082 (3)	n	y	n	y	y	y
DHDDS	HGNC:20603	613861	RETINITIS PIGMENTOSA 59	?Congenital disorder of glycosylation, type 1bb	?Congenital disorder of glycosylation, type 1bb, 613861 (3)	n	y	n	y	y	y
COG2	HGNC:6546	617395	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIq	?Congenital disorder of glycosylation, type IIq	?Congenital disorder of glycosylation, type IIq, 617395 (3)	n	y	n	y	y	y
CAMLG	HGNC:1471	620201	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIz	?Congenital disorder of glycosylation, type IIz	?Congenital disorder of glycosylation, type IIz, 620201 (3)	n	y	n	y	y	y
GET4	HGNC:21690	620200	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIy	?Congenital disorder of glycosylation,, type IIy	?Congenital disorder of glycosylation,, type IIy, 620200 (3)	n	y	n	y	y	y
FRMD4A	HGNC:25491	616819	CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLAR ATAXIA	?Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia	?Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia, 616819 (3)	n	y	n	y	y	y
IGBP1	HGNC:5461	300472	CORPUS CALLOSUM, AGENESIS OF, WITH IMPAIRED INTELLECTUAL DEVELOPMENT, OCULAR COLOBOMA, AND MICROGNATHIA	?Corpus callosum, agenesis of, with impaired intellectual development, ocular coloboma and micrognathia	?Corpus callosum, agenesis of, with impaired intellectual development, ocular coloboma and micrognathia, 300472 (3)	n	y	n	y	y	y
SEC23B	HGNC:10702	616858	COWDEN SYNDROME 7	?Cowden syndrome 7	?Cowden syndrome 7, 616858 (3)	n	y	n	y	y	y
IFT43	HGNC:29669	614099	CRANIOECTODERMAL DYSPLASIA 3	?Cranioectodermal dysplasia 3	?Cranioectodermal dysplasia 3, 614099 (3)	n	y	n	y	y	y
VSX1	HGNC:12723	614195	CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME	?Craniofacial anomalies and anterior segment dysgenesis syndrome	?Craniofacial anomalies and anterior segment dysgenesis syndrome, 614195 (3)	n	y	n	y	y	y
RAB5IF	HGNC:15870	616994	CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME 2	?Craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development syndrome 2	?Craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development syndrome 2, 616994 (3)	n	y	n	y	y	y
CFSS	-	-	NA	?Craniofacioskeletal syndrome (2)	?Craniofacioskeletal syndrome (2)	n	n	n	n	y	n
ZIC1	HGNC:12872	616602	CRANIOSYNOSTOSIS 6	?Craniosynostosis 6	?Craniosynostosis 6, 616602 (3)	n	y	n	y	y	y
ATR	HGNC:882	614564	CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL	?Cutaneous telangiectasia and cancer syndrome, familial	?Cutaneous telangiectasia and cancer syndrome, familial, 614564 (3)	n	y	n	y	y	y
FBLN5	HGNC:3602	614434	CUTIS LAXA, AUTOSOMAL DOMINANT 2	?Cutis laxa, autosomal dominant 2	?Cutis laxa, autosomal dominant 2, 614434 (3)	n	y	n	y	y	y
ERCC6	HGNC:3438	278800	DE SANCTIS-CACCHIONE SYNDROME	?De Sanctis-Cacchione syndrome	?De Sanctis-Cacchione syndrome, 278800 (3)	n	y	n	y	y	y
COL4A6	HGNC:2208	300914	DEAFNESS, X-LINKED 6	?Deafness, X-linked 6	?Deafness, X-linked 6, 300914 (3)	n	y	n	y	y	y
GPRASP2	HGNC:25169	301018	DEAFNESS, X-LINKED 7	?Deafness, X-linked 7	?Deafness, X-linked 7, 301018 (3)	n	y	n	y	y	y
TBL1Y	HGNC:18502	400047	DEAFNESS, Y-LINKED 2	?Deafness, Y-linked 2	?Deafness, Y-linked 2, 400047 (3)	n	y	n	y	y	y
CCDC50	HGNC:18111	607453	DEAFNESS, AUTOSOMAL DOMINANT 44	?Deafness, autosomal dominant 44	?Deafness, autosomal dominant 44, 607453 (3)	n	y	n	y	y	y
CD164	HGNC:1632	616969	DEAFNESS, AUTOSOMAL DOMINANT 66	?Deafness, autosomal dominant 66	?Deafness, autosomal dominant 66, 616969 (3)	n	y	n	y	y	y
HOMER2	HGNC:17513	616707	DEAFNESS, AUTOSOMAL DOMINANT 68	?Deafness, autosomal dominant 68	?Deafness, autosomal dominant 68, 616707 (3)	n	y	n	y	y	y
MCM2	HGNC:6944	616968	DEAFNESS, AUTOSOMAL DOMINANT 70	?Deafness, autosomal dominant 70	?Deafness, autosomal dominant 70, 616968 (3)	n	y	n	y	y	y
DMXL2	HGNC:2938	617605	DEAFNESS, AUTOSOMAL DOMINANT 71	?Deafness, autosomal dominant 71	?Deafness, autosomal dominant 71, 617605 (3)	n	y	n	y	y	y
SLC44A4	HGNC:13941	617606	DEAFNESS, AUTOSOMAL DOMINANT 72	?Deafness, autosomal dominant 72	?Deafness, autosomal dominant 72, 617606 (3)	n	y	n	y	y	y
PDE1C	HGNC:8776	618140	DEAFNESS, AUTOSOMAL DOMINANT 74	?Deafness, autosomal dominant 74	?Deafness, autosomal dominant 74, 618140 (3)	n	y	n	y	y	y
TRRAP	HGNC:12347	618778	DEAFNESS, AUTOSOMAL DOMINANT 75	?Deafness, autosomal dominant 75	?Deafness, autosomal dominant 75, 618778 (3)	n	y	n	y	y	y
ABCC1	HGNC:51	618915	DEAFNESS, AUTOSOMAL DOMINANT 77	?Deafness, autosomal dominant 77	?Deafness, autosomal dominant 77, 618915 (3)	n	y	n	y	y	y
SCD5	HGNC:21088	619086	DEAFNESS, AUTOSOMAL DOMINANT 79	?Deafness, autosomal dominant 79	?Deafness, autosomal dominant 79, 619086 (3)	n	y	n	y	y	y
ELMOD3	HGNC:26158	619500	DEAFNESS, AUTOSOMAL DOMINANT 81	?Deafness, autosomal dominant 81	?Deafness, autosomal dominant 81, 619500 (3)	n	y	n	y	y	y
MAP1B	HGNC:6836	619808	DEAFNESS, AUTOSOMAL DOMINANT 83	?Deafness, autosomal dominant 83	?Deafness, autosomal dominant 83, 619808 (3)	n	y	n	y	y	y
GRXCR2	HGNC:33862	615837	DEAFNESS, AUTOSOMAL RECESSIVE 101	?Deafness, autosomal recessive 101	?Deafness, autosomal recessive 101, 615837 (3)	n	y	n	y	y	y
EPS8	HGNC:3420	615974	DEAFNESS, AUTOSOMAL RECESSIVE 102	?Deafness, autosomal recessive 102	?Deafness, autosomal recessive 102, 615974 (3)	n	y	n	y	y	y
CLIC5	HGNC:13517	616042	DEAFNESS, AUTOSOMAL RECESSIVE 103	?Deafness, autosomal recessive 103	?Deafness, autosomal recessive 103, 616042 (3)	n	y	n	y	y	y
RIPOR2	HGNC:13872	616515	DEAFNESS, AUTOSOMAL RECESSIVE 104	?Deafness, autosomal recessive 104	?Deafness, autosomal recessive 104, 616515 (3)	n	y	n	y	y	y
ROR1	HGNC:10256	617654	DEAFNESS, AUTOSOMAL RECESSIVE 108	?Deafness, autosomal recessive 108	?Deafness, autosomal recessive 108, 617654 (3)	n	y	n	y	y	y
ESRP1	HGNC:25966	618013	DEAFNESS, AUTOSOMAL RECESSIVE 109	?Deafness, autosomal recessive 109	?Deafness, autosomal recessive 109, 618013 (3)	n	y	n	y	y	y
COCH	-	618094	DEAFNESS, AUTOSOMAL RECESSIVE 110	?Deafness, autosomal recessive 110	?Deafness, autosomal recessive 110, 618094 (3)	n	y	n	y	y	n
BDP1	HGNC:13652	618257	DEAFNESS, AUTOSOMAL RECESSIVE 112	?Deafness, autosomal recessive 112	?Deafness, autosomal recessive 112, 618257 (3)	n	y	n	y	y	y
SPNS2	HGNC:26992	618457	DEAFNESS, AUTOSOMAL RECESSIVE 115	?Deafness, autosomal recessive 115	?Deafness, autosomal recessive 115, 618457 (3)	n	y	n	y	y	y
CLDN9	HGNC:2051	619093	DEAFNESS, AUTOSOMAL RECESSIVE 116	?Deafness, autosomal recessive 116	?Deafness, autosomal recessive 116, 619093 (3)	n	y	n	y	y	y
CLRN2	HGNC:33939	619174	DEAFNESS, AUTOSOMAL RECESSIVE 117	?Deafness, autosomal recessive 117	?Deafness, autosomal recessive 117, 619174 (3)	n	y	n	y	y	y
GAB1	HGNC:4066	605428	DEAFNESS, AUTOSOMAL RECESSIVE 26	?Deafness, autosomal recessive 26	?Deafness, autosomal recessive 26, 605428 (3)	n	y	n	y	y	y
ADCY1	HGNC:232	610154	DEAFNESS, AUTOSOMAL RECESSIVE 44	?Deafness, autosomal recessive 44	?Deafness, autosomal recessive 44, 610154 (3)	n	y	n	y	y	y
SLC26A5	HGNC:9359	613865	DEAFNESS, AUTOSOMAL RECESSIVE 61	?Deafness, autosomal recessive 61	?Deafness, autosomal recessive 61, 613865 (3)	n	y	n	y	y	y
DCDC2	HGNC:18141	610212	DEAFNESS, AUTOSOMAL RECESSIVE 66	?Deafness, autosomal recessive 66	?Deafness, autosomal recessive 66, 610212 (3)	n	y	n	y	y	y
ELMOD3	HGNC:26158	615429	DEAFNESS, AUTOSOMAL RECESSIVE 88	?Deafness, autosomal recessive 88	?Deafness, autosomal recessive 88, 615429 (3)	n	y	n	y	y	y
SERPINB6	HGNC:8950	613453	DEAFNESS, AUTOSOMAL RECESSIVE 91	?Deafness, autosomal recessive 91	?Deafness, autosomal recessive 91, 613453 (3)	n	y	n	y	y	y
NARS2	HGNC:26274	618434	DEAFNESS, AUTOSOMAL RECESSIVE 94	?Deafness, autosomal recessive 94	?Deafness, autosomal recessive 94, 618434 (3)	n	y	n	y	y	y
MET	HGNC:7029	616705	DEAFNESS, AUTOSOMAL RECESSIVE 97	?Deafness, autosomal recessive 97	?Deafness, autosomal recessive 97, 616705 (3)	n	y	n	y	y	y
TSPEAR	HGNC:1268	614861	DEAFNESS, AUTOSOMAL RECESSIVE 98	?Deafness, autosomal recessive 98	?Deafness, autosomal recessive 98, 614861 (3)	n	y	n	y	y	y
PSMC3	HGNC:9549	619354	DEAFNESS, CATARACT, IMPAIRED INTELLECTUAL DEVELOPMENT, AND POLYNEUROPATHY	?Deafness, cataract, impaired intellectual development, and polyneuropathy	?Deafness, cataract, impaired intellectual development, and polyneuropathy, 619354 (3)	n	y	n	y	y	y
JAG1	HGNC:6188	617992	DEAFNESS, CONGENITAL HEART DEFECTS, AND POSTERIOR EMBRYOTOXON	?Deafness, congenital heart defects, and posterior embryotoxon	?Deafness, congenital heart defects, and posterior embryotoxon, 617992 (3)	n	y	n	y	y	y
GUF1	HGNC:25799	617065	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 40	?Developmental and epileptic encephalopathy 40	?Developmental and epileptic encephalopathy 40, 617065 (3)	n	y	n	y	y	y
DALRD3	HGNC:25536	618910	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 86	?Developmental and epileptic encephalopathy 86	?Developmental and epileptic encephalopathy 86, 618910 (3)	n	y	n	y	y	y
MDH1	HGNC:6970	618959	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 88	?Developmental and epileptic encephalopathy 88	?Developmental and epileptic encephalopathy 88, 618959 (3)	n	y	n	y	y	y
PBCA	-	-	NA	?Diabetes mellitus, insulin-dependent, neonatal (2)	?Diabetes mellitus, insulin-dependent, neonatal (2)	n	n	n	n	y	n
RPL26	HGNC:10327	614900	DIAMOND-BLACKFAN ANEMIA 11	?Diamond-Blackfan anemia 11	?Diamond-Blackfan anemia 11, 614900 (3)	n	y	n	y	y	y
RPL15	HGNC:10306	615550	DIAMOND-BLACKFAN ANEMIA 12	?Diamond-Blackfan anemia 12	?Diamond-Blackfan anemia 12, 615550 (3)	n	y	n	y	y	y
TSR2	HGNC:25455	300946	DIAMOND-BLACKFAN ANEMIA 14 WITH MANDIBULOFACIAL DYSOSTOSIS	?Diamond-Blackfan anemia 14 with mandibulofacial dysostosis	?Diamond-Blackfan anemia 14 with mandibulofacial dysostosis, 300946 (3)	n	y	n	y	y	y
RPL27	HGNC:10328	617408	DIAMOND-BLACKFAN ANEMIA 16	?Diamond-Blackfan anemia 16	?Diamond-Blackfan anemia 16, 617408 (3)	n	y	n	y	y	y
RPS27	HGNC:10416	617409	DIAMOND-BLACKFAN ANEMIA 17	?Diamond-Blackfan anemia 17	?Diamond-Blackfan anemia 17, 617409 (3)	n	y	n	y	y	y
RPL18	HGNC:10310	618310	DIAMOND-BLACKFAN ANEMIA 18	?Diamond-Blackfan anemia 18	?Diamond-Blackfan anemia 18, 618310 (3)	n	y	n	y	y	y
RPL35	HGNC:10344	618312	DIAMOND-BLACKFAN ANEMIA 19	?Diamond-Blackfan anemia 19	?Diamond-Blackfan anemia 19, 618312 (3)	n	y	n	y	y	y
RPS15A	HGNC:10389	618313	DIAMOND-BLACKFAN ANEMIA 20	?Diamond-Blackfan anemia 20	?Diamond-Blackfan anemia 20, 618313 (3)	n	y	n	y	y	y
EPO	HGNC:3415	617911	DIAMOND-BLACKFAN ANEMIA-LIKE	?Diamond-Blackfan anemia-like	?Diamond-Blackfan anemia-like, 617911 (3)	n	y	n	y	y	y
HPGD	HGNC:5154	119900	DIGITAL CLUBBING, ISOLATED CONGENITAL	?Digital clubbing, isolated congenital	?Digital clubbing, isolated congenital, 119900 (3)	n	y	n	y	y	y
ACD	HGNC:25070	616553	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 6	?Dyskeratosis congenita, autosomal dominant 6	?Dyskeratosis congenita, autosomal dominant 6, 616553 (3)	n	y	n	y	y	y
ACD	HGNC:25070	616553	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 6	?Dyskeratosis congenita, autosomal recessive 7	?Dyskeratosis congenita, autosomal recessive 7, 616553 (3)	n	y	n	y	y	y
VPS11	HGNC:14583	619637	DYSTONIA 32	?Dystonia 32	?Dystonia 32, 619637 (3)	n	y	n	y	y	y
KCNN2	HGNC:6291	619724	DYSTONIA 34, MYOCLONIC	?Dystonia 34, myoclonic	?Dystonia 34, myoclonic, 619724 (3)	n	y	n	y	y	y
SHQ1	HGNC:25543	619921	DYSTONIA 35, CHILDHOOD-ONSET	?Dystonia 35, childhood-onset	?Dystonia 35, childhood-onset, 619921 (3)	n	y	n	y	y	y
ACTB	HGNC:132	607371	DYSTONIA, JUVENILE-ONSET	?Dystonia, juvenile-onset	?Dystonia, juvenile-onset, 607371 (3)	n	y	n	y	y	y
EEC1	-	-	NA	?EEC syndrome-1 (2)	?EEC syndrome-1 (2)	n	n	n	n	y	n
EN1	HGNC:3342	619218	ENDOVE SYNDROME, LIMB-BRAIN TYPE	?ENDOVE syndrome, limb-brain type	?ENDOVE syndrome, limb-brain type, 619218 (3)	n	y	n	y	y	y
KDF1	HGNC:26624	617337	ECTODERMAL DYSPLASIA 12, HYPOHIDROTIC/HAIR/TOOTH/NAIL TYPE	?Ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type	?Ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type, 617337 (3)	n	y	n	y	y	y
CST6	HGNC:2478	618535	ECTODERMAL DYSPLASIA 15, HYPOHIDROTIC/HAIR TYPE	?Ectodermal dysplasia 15, hypohidrotic/hair type	?Ectodermal dysplasia 15, hypohidrotic/hair type, 618535 (3)	n	y	n	y	y	y
KRT74	HGNC:28929	614929	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE	?Ectodermal dysplasia 7, hair/nail type	?Ectodermal dysplasia 7, hair/nail type, 614929 (3)	n	y	n	y	y	y
PLEC1	HGNC:9069	616487	EPIDERMOLYSIS BULLOSA SIMPLEX 5D, GENERALIZED INTERMEDIATE, AUTOSOMAL RECESSIVE	?Epidermolysis bullosa simplex 5D, generalized intermediate, autosomal recessive	?Epidermolysis bullosa simplex 5D, generalized intermediate, autosomal recessive, 616487 (3)	n	y	n	y	y	y
TNRC6A	HGNC:11969	618074	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 6	?Epilepsy, familial adult myoclonic, 6	?Epilepsy, familial adult myoclonic, 6, 618074 (3)	n	y	n	y	y	y
RAPGEF2	HGNC:16854	618075	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 7	?Epilepsy, familial adult myoclonic, 7	?Epilepsy, familial adult myoclonic, 7, 618075 (3)	n	y	n	y	y	y
GAL	HGNC:4114	616461	EPILEPSY, FAMILIAL TEMPORAL LOBE, 8	?Epilepsy, familial temporal lobe, 8	?Epilepsy, familial temporal lobe, 8, 616461 (3)	n	y	n	y	y	y
YEATS2	HGNC:25489	615127	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 4	?Epilepsy, myoclonic, familial adult, 4	?Epilepsy, myoclonic, familial adult, 4, 615127 (3)	n	y	n	y	y	y
CNTN2	HGNC:2172	615400	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5	?Epilepsy, myoclonic, familial adult, 5	?Epilepsy, myoclonic, familial adult, 5, 615400 (3)	n	y	n	y	y	y
PRDM8	HGNC:13993	616640	EPILEPSY, PROGRESSIVE MYOCLONIC, 10	?Epilepsy, progressive myoclonic, 10	?Epilepsy, progressive myoclonic, 10, 616640 (3)	n	y	n	y	y	y
LMNB2	HGNC:6638	616540	EPILEPSY, PROGRESSIVE MYOCLONIC, 9	?Epilepsy, progressive myoclonic, 9	?Epilepsy, progressive myoclonic, 9, 616540 (3)	n	y	n	y	y	y
COL9A1	HGNC:2217	614135	EPIPHYSEAL DYSPLASIA, MULTIPLE, 6	?Epiphyseal dysplasia, multiple, 6	?Epiphyseal dysplasia, multiple, 6, 614135 (3)	n	y	n	y	y	y
COL2A1	HGNC:2200	132450	EPIPHYSEAL DYSPLASIA, MULTIPLE, WITH MYOPIA AND CONDUCTIVE DEAFNESS	?Epiphyseal dysplasia, multiple, with myopia and deafness	?Epiphyseal dysplasia, multiple, with myopia and deafness, 132450 (3)	n	y	n	y	y	y
TRPA1	HGNC:497	615040	EPISODIC PAIN SYNDROME, FAMILIAL, 1	?Episodic pain syndrome, familial, 1	?Episodic pain syndrome, familial, 1, 615040 (3)	n	y	n	y	y	y
SLC25A32	HGNC:29683	616839	EXERCISE INTOLERANCE, RIBOFLAVIN-RESPONSIVE	?Exercise intolerance, riboflavin-responsive	?Exercise intolerance, riboflavin-responsive, 616839 (3)	n	y	n	y	y	y
ZNF408	HGNC:20041	616468	EXUDATIVE VITREORETINOPATHY 6	?Exudative vitreoretinopathy 6	?Exudative vitreoretinopathy 6, 616468 (3)	n	y	n	y	y	y
FLNA	HGNC:3754	300321	FG SYNDROME 2	?FG syndrome 2	?FG syndrome 2, 300321 (3)	n	y	n	y	y	y
SPECC1L	HGNC:29022	600251	FACIAL CLEFTING, OBLIQUE, 1	?Facial clefting, oblique, 1	?Facial clefting, oblique, 1, 600251 (3)	n	y	n	y	y	y
TUBB6	HGNC:20776	617732	FACIAL PALSY, CONGENITAL, WITH PTOSIS AND VELOPHARYNGEAL DYSFUNCTION	?Facial palsy, congenital, with ptosis and velopharyngeal dysfunction	?Facial palsy, congenital, with ptosis and velopharyngeal dysfunction, 617732 (3)	n	y	n	y	y	y
LRIF1	HGNC:30299	619477	FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 3, DIGENIC	?Facioscapulohumeral muscular dystrophy 3, digenic	?Facioscapulohumeral muscular dystrophy 3, digenic, 619477 (3)	n	y	n	y	y	y
NLRC4	HGNC:16412	616115	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 4	?Familial cold autoinflammatory syndrome 4	?Familial cold autoinflammatory syndrome 4, 616115 (3)	n	y	n	y	y	y
XRCC2	HGNC:12829	617247	FANCONI ANEMIA, COMPLEMENTATION GROUP U	?Fanconi anemia, complementation group U	?Fanconi anemia, complementation group U, 617247 (3)	n	y	n	y	y	y
MAD2L2	HGNC:6764	617243	FANCONI ANEMIA, COMPLEMENTATION GROUP V	?Fanconi anemia, complementation group V	?Fanconi anemia, complementation group V, 617243 (3)	n	y	n	y	y	y
RFWD3	HGNC:25539	617784	FANCONI ANEMIA, COMPLEMENTATION GROUP W	?Fanconi anemia, complementation group W	?Fanconi anemia, complementation group W, 617784 (3)	n	y	n	y	y	y
SLC34A1	HGNC:11019	613388	FANCONI RENOTUBULAR SYNDROME 2	?Fanconi renotubular syndrome 2	?Fanconi renotubular syndrome 2, 613388 (3)	n	y	n	y	y	y
EHHADH	HGNC:3247	615605	FANCONI RENOTUBULAR SYNDROME 3	?Fanconi renotubular syndrome 3	?Fanconi renotubular syndrome 3, 615605 (3)	n	y	n	y	y	y
SLC52A3	HGNC:16187	211500	FAZIO-LONDE DISEASE	?Fazio-Londe disease	?Fazio-Londe disease, 211500 (3)	n	y	n	y	y	y
ADGRV1	HGNC:17416	604352	FEBRILE SEIZURES, FAMILIAL, 4	?Febrile seizures, familial, 4	?Febrile seizures, familial, 4, 604352 (3)	n	y	n	y	y	y
SOS1	HGNC:11187	135300	FIBROMATOSIS, GINGIVAL, 1	?Fibromatosis, gingival, 1	?Fibromatosis, gingival, 1, 135300 (3)	n	y	n	y	y	y
TSC2	HGNC:12363	607341	FOCAL CORTICAL DYSPLASIA, TYPE II	?Focal cortical dysplasia, type II, somatic	?Focal cortical dysplasia, type II, somatic, 607341 (3)	n	y	n	y	n	y
CYLD	HGNC:2584	619132	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 8	?Frontotemporal dementia and/or amyotrophic lateral sclerosis 8	?Frontotemporal dementia and/or amyotrophic lateral sclerosis 8, 619132 (3)	n	y	n	y	y	y
