ModelID,PatientID,CellLineName,StrippedCellLineName,Age,SourceType,SangerModelID,RRID,DepmapModelType,GrowthPattern,MolecularSubtype,PrimaryOrMetastasis,SampleCollectionSite,Sex,SourceDetail,CatalogNumber,CCLEName,COSMICID,PublicComments,WTSIMasterCellID,OncotreeCode,OncotreeSubtype,OncotreePrimaryDisease,OncotreeLineage
ACH-000089,PT-0joF2E,NCI-H684,NCIH684,55.0,Commercial,,CVCL_9980,COAD,Unknown,,Metastatic,liver,Male,KCLB,,NCIH684_LARGE_INTESTINE,,,,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000090,PT-j0lUB5,PC-3,PC3,62.0,Commercial,SIDM00088,CVCL_0035,PRAD,Adherent,,Metastatic,bone,Male,ATCC,,PC3_PROSTATE,905934.0,,911.0,PRAD,Prostate Adenocarcinoma,Prostate Adenocarcinoma,Prostate
ACH-000091,PT-kmyeHR,OV56,OV56,46.0,,SIDM00475,CVCL_2673,SOC,Adherent,,Metastatic,ascites,Female,ECACC,,OV56_OVARY,1480362.0,,686.0,SOC,Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000092,PT-GaubVg,NCI-H2452,NCIH2452,,Commercial,SIDM00722,CVCL_1553,PLBMESO,Adherent,,Metastatic,pleura,Male,ATCC,,NCIH2452_PLEURA,908462.0,,624.0,PLBMESO,"Pleural Mesothelioma, Biphasic Type",Pleural Mesothelioma,Pleura
ACH-000093,PT-X8PfQy,Panc 05.04,PANC0504,77.0,Commercial,,CVCL_1637,PAAD,Unknown,,Primary,pancreas,Female,ATCC,,PANC0504_PANCREAS,,,,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000094,PT-bW9aaR,HPAF-II,HPAFII,44.0,Commercial,SIDM00669,CVCL_0313,PAAD,Adherent,,Metastatic,ascites,Male,ATCC,,HPAFII_PANCREAS,724869.0,,889.0,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000095,PT-nsjOrX,D341 Med,D341Med,3.0,Commercial,,CVCL_0018,MBL,Mixed,MYC_amp,,central_nervous_system,Male,ATCC,,D341MED_CENTRAL_NERVOUS_SYSTEM,,,,MBL,Medulloblastoma,Embryonal Tumor,CNS/Brain
ACH-000096,PT-ABKGjf,G-401,G401,0.0,Commercial,SIDM00856,CVCL_0270,MRT,Adherent,,Primary,kidney,Male,ATCC,,G401_SOFT_TISSUE,907299.0,,962.0,MRT,Rhabdoid Cancer,Rhabdoid Cancer,Kidney
ACH-000097,PT-k1TO7o,ZR-75-1,ZR751,63.0,Commercial,SIDM00314,CVCL_0588,IDC,Adherent,luminal,Metastatic,ascites,Female,ATCC,,ZR751_BREAST,,,,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000098,PT-HmIANs,GAMG,GAMG,42.0,Commercial,SIDM01055,CVCL_1226,GB,Unknown,,Primary,central_nervous_system,Female,DSMZ,,GAMG_CENTRAL_NERVOUS_SYSTEM,906868.0,,1174.0,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000099,PT-JpfhsL,SIMA,SIMA,1.0,Commercial,SIDM00395,CVCL_1695,NBL,Unknown,,,autonomic_ganglia,Male,DSMZ,,SIMA_AUTONOMIC_GANGLIA,753620.0,,2076.0,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000100,PT-BN67ox,RH-41,RH41,7.0,Commercial,SIDM00426,CVCL_2176,ARMS,Adherent,,Metastatic,liver,Female,DSMZ,,RH41_SOFT_TISSUE,1240210.0,,2052.0,ARMS,Alveolar Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-000101,PT-6Sunyd,KE-37,KE37,27.0,Commercial,SIDM01003,CVCL_1327,ATLL,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907277.0,SNP fingerprinting rules out CCRF-CEM contamination.,1012.0,ATLL,Adult T-Cell Leukemia/Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000102,PT-CuQsSC,GMS-10,GMS10,49.0,Commercial,SIDM01074,CVCL_1233,GB,Adherent,,Primary,central_nervous_system,Male,DSMZ,,GMS10_CENTRAL_NERVOUS_SYSTEM,906873.0,,294.0,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000103,PT-gCHPXX,Caov-4,CAOV4,45.0,Commercial,SIDM00918,CVCL_0202,HGSOC,Adherent,,Metastatic,ovary,Female,ATCC,,CAOV4_OVARY,949090.0,,1524.0,HGSOC,High-Grade Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000104,PT-JJAsvr,Loucy,LOUCY,38.0,Commercial,SIDM00342,CVCL_1380,ATLL,Unknown,,,haematopoietic_and_lymphoid_tissue,Female,ATCC,,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907789.0,,1645.0,ATLL,Adult T-Cell Leukemia/Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000105,PT-MYSpL6,ALL-SIL,ALLSIL,17.0,Commercial,SIDM00994,CVCL_1805,TLL,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1295740.0,,2263.0,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000106,PT-JfG7uC,JVM-2,JVM2,63.0,Commercial,SIDM01013,CVCL_1319,MCL,Unknown,,,haematopoietic_and_lymphoid_tissue,Female,DSMZ,,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907269.0,,764.0,MCL,Mantle Cell Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000107,PT-vjRLEt,Capan-2,CAPAN2,56.0,Commercial,SIDM00943,CVCL_0026,PAAD,Unknown,,Primary,pancreas,Male,ATCC,,CAPAN2_PANCREAS,910915.0,,703.0,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000108,PT-GEVVKA,KP-3,KP3,75.0,Commercial,SIDM00571,CVCL_3005,PAASC,Unknown,,Metastatic,liver,Male,HSRRB,,KP3_PANCREAS,1298219.0,,155.0,PAASC,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,Pancreas
ACH-000109,PT-Zwpb82,NCI-H3255,NCIH3255,52.0,Academic lab,SIDM00046,CVCL_6831,LUAD,Mixed,,Primary,lung,Female,Received from CCLE; originally Meyerson (Broad) who received from Minna,,NCIH3255_LUNG,,,,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000110,PT-5JFPe5,NCC-StC-K140,NCCSTCK140,36.0,Commercial,,CVCL_3055,STAD,Suspension,,,stomach,Female,RIKEN,,NCCSTCK140_STOMACH,,,,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000111,PT-yKJqsn,HCC1187,HCC1187,41.0,Commercial,SIDM00885,CVCL_1247,IDC,Mixed,basal_A,Primary,breast,Female,ATCC,,HCC1187_BREAST,749711.0,,1644.0,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000112,PT-SHvyVR,SIG-M5,SIGM5,63.0,Commercial,SIDM00396,CVCL_1694,AMOL,Suspension,,,bone_marrow,Male,DSMZ,,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909715.0,,656.0,AMOL,Acute Monoblastic/Monocytic Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000113,PT-OA9fna,OCI-AML2,OCIAML2,65.0,Commercial,SIDM00446,CVCL_1619,AML,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,910947.0,,749.0,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000114,PT-SNQPtX,SU.86.86,SU8686,57.0,Commercial,SIDM01188,CVCL_3881,PAAD,Adherent,,Metastatic,liver,Female,ATCC,,SU8686_PANCREAS,1240218.0,,268.0,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000115,PT-O15HlH,VCaP,VCAP,59.0,Commercial,SIDM01077,CVCL_2235,PRAD,Adherent,,Metastatic,bone,Male,ATCC,,VCAP_PROSTATE,1299075.0,,2154.0,PRAD,Prostate Adenocarcinoma,Prostate Adenocarcinoma,Prostate
ACH-000116,PT-eqFmWE,OAW28,OAW28,75.0,,SIDM00481,CVCL_1614,HGSOC,Unknown,,Metastatic,ascites,Female,ECACC,,OAW28_OVARY,946360.0,,173.0,HGSOC,High-Grade Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000117,PT-qkpbqp,EFM-192A,EFM192A,46.0,Commercial,SIDM01002,CVCL_1812,BRCA,Unknown,HER2_amp,Metastatic,pleural_effusion,Female,DSMZ,,EFM192A_BREAST,1290798.0,,1187.0,BRCA,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000118,PT-jYcdmK,HUP-T3,HUPT3,66.0,Commercial,SIDM00533,CVCL_1299,PAAD,Adherent,,Metastatic,ascites,Male,DSMZ,,HUPT3_PANCREAS,907285.0,,109.0,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000119,PT-iJz19R,Hs 863.T,HS863T,5.0,Commercial,,CVCL_0959,ZFIBBON,Unknown,,,fibroblast,Female,ATCC,,HS863T_FIBROBLAST,,,,,"Fibroblast, Bone",Non-Cancerous,Fibroblast
ACH-000120,PT-6jhjWI,CHP-212,CHP212,1.0,Commercial,SIDM00910,CVCL_1125,NBL,Unknown,MYCN_amp,,central_nervous_system,Male,ATCC,,CHP212_AUTONOMIC_GANGLIA,906820.0,,13.0,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000121,PT-5S5Gmg,NCI-H2405,NCIH2405,47.0,Commercial,SIDM00724,CVCL_1551,LUAD,Mixed,,Metastatic,ascites,Male,ATCC,,NCIH2405_LUNG,687821.0,,82.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000122,PT-v3CPfr,SUP-T11,SUPT11,74.0,Commercial,,CVCL_2210,ATLL,Unknown,,,bone_marrow,Male,DSMZ,,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,ATLL,Adult T-Cell Leukemia/Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000123,PT-hlFfQW,COV434,COV434,26.0,,,CVCL_2010,SCCO,Adherent,,Primary,ovary,Female,ECACC,,COV434_OVARY,,,,SCCO,Small Cell Carcinoma of the Ovary,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000124,PT-xqygCF,OCI-LY-19,OCILY19,27.0,Commercial,SIDM00460,CVCL_1878,DLBCLNOS,Suspension,,Primary,bone_marrow,Female,DSMZ,,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330984.0,,1972.0,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-000125,PT-G9ksxs,TO 175.T,TO175T,29.0,Commercial,,CVCL_3806,ZFIBLYM,Unknown,,Metastatic,lymph_node,Male,ATCC,,TO175T_FIBROBLAST,,,,,"Fibroblast, Lymphocyte",Non-Cancerous,Fibroblast
ACH-000126,PT-Y9w387,KG-1-C,KG1C,13.0,Commercial,SIDM00784,CVCL_2971,ODG,Adherent,,Primary,central_nervous_system,Male,HSRRB,,KG1C_CENTRAL_NERVOUS_SYSTEM,,,,ODG,Oligodendroglioma,Diffuse Glioma,CNS/Brain
ACH-000127,PT-Mi0cKz,SLR 20,SLR20,81.0,Academic lab,,CVCL_V606,BLCA,Adherent,,Primary,urinary_tract,Female,Bill Kaelin (DFCI),,SLR20_KIDNEY,,SNP fingerprinting confirms that this line is an T-24 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000128,PT-mUWSlp,LN-319,LN319,67.0,Academic lab,,CVCL_3958,ASTR,Adherent,,,central_nervous_system,Male,Linda Chin,,LN319_CENTRAL_NERVOUS_SYSTEM,,,,ASTR,Astrocytoma,Diffuse Glioma,CNS/Brain
ACH-000129,PT-jzLNtr,NCI-H1341,NCIH1341,26.0,Commercial,SIDM00646,CVCL_1463,SCLC,Suspension,,Metastatic,cervix,Female,ATCC,,NCIH1341_LUNG,1330964.0,,1825.0,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000130,PT-LNhzm2,NALM-19,NALM19,26.0,Commercial,,CVCL_1835,BLL,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000131,PT-1aFiol,Hs 229.T,HS229T,65.0,Commercial,,CVCL_0698,ZFIBLUN,Adherent,,Primary,fibroblast,Male,ATCC,,HS229T_FIBROBLAST,,,,,"Fibroblast, Lung",Non-Cancerous,Fibroblast
ACH-000132,PT-F6NvL5,JHOS-2,JHOS2,45.0,Commercial,SIDM00305,CVCL_4647,HGSOC,Unknown,,Primary,ovary,Female,RIKEN,,JHOS2_OVARY,1479995.0,,436.0,HGSOC,High-Grade Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000133,PT-PvBEqK,Hs 729,HS729,74.0,Commercial,,CVCL_0871,ERMS,Unknown,,Primary,Unknown,Male,ATCC,,HS729_SOFT_TISSUE,,,,ERMS,Embryonal Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-000134,PT-tuLBod,HS274T,HS274T,66.0,Commercial,,CVCL_0711,ZFIBBRE,Unknown,,,fibroblast,Female,ATCC,,HS274T_FIBROBLAST,,,,,"Fibroblast, Breast",Non-Cancerous,Fibroblast
ACH-000135,PT-Shihsq,Hs 940.T,HS940T,57.0,Commercial,SIDM00662,CVCL_1038,ZFIBSKI,Unknown,,Primary,fibroblast,Male,ATCC,,HS940T_FIBROBLAST,1298145.0,,707.0,,"Fibroblast, Skin",Non-Cancerous,Fibroblast
ACH-000136,PT-3ZPjBh,CHP-126,CHP126,1.0,Commercial,SIDM00286,CVCL_1123,NBL,Unknown,MYCN_amp,Primary,autonomic_ganglia,Female,DSMZ,,CHP126_AUTONOMIC_GANGLIA,910567.0,,38.0,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000137,PT-WFlL15,8-MG-BA,8MGBA,54.0,Commercial,SIDM00998,CVCL_1052,GB,Unknown,,Primary,central_nervous_system,Female,DSMZ,,8MGBA_CENTRAL_NERVOUS_SYSTEM,687562.0,,1207.0,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000138,PT-1nbcaA,CFPAC-1,CFPAC1,26.0,Commercial,SIDM00130,CVCL_1119,PAAD,Adherent,,Metastatic,liver,Male,ATCC,,CFPAC1_PANCREAS,906821.0,,572.0,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000139,PT-rXQo6a,Panc 03.27,PANC0327,65.0,Commercial,SIDM01138,CVCL_1635,PAAD,Adherent,,Primary,pancreas,Female,ATCC,,PANC0327_PANCREAS,925346.0,,1873.0,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000140,PT-IBKRSU,Pfeiffer,PFEIFFER,,Commercial,,CVCL_3326,DLBCLNOS,Suspension,,Metastatic,pleural_effusion,Male,ATCC,,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-000141,PT-iqSI4n,SNU-308,SNU308,,Commercial,SIDM00161,CVCL_5048,GBAD,Unknown,,,biliary_tract,Unknown,KCLB,,SNU308_BILIARY_TRACT,,,,GBAD,"Gallbladder Adenocarcinoma, NOS",Intracholecystic Papillary Neoplasm,Biliary Tract
ACH-000142,PT-Er9zxL,CAL-29,CAL29,80.0,Commercial,SIDM00936,CVCL_1808,BLCA,Unknown,,Primary,urinary_tract,Female,DSMZ,,CAL29_URINARY_TRACT,1290730.0,,2040.0,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000143,PT-1M8cz3,,HCC2429,34.0,Academic lab,,CVCL_5132,NSCLC,Adherent,,,lung,Female,Meyerson (Broad) who received from Minna,,HCC2429_LUNG,,,,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
ACH-000144,PT-n15ylb,RERF-GC-1B,RERFGC1B,41.0,Commercial,SIDM00358,CVCL_3152,STAD,Unknown,,Metastatic,lymph_node,Male,HSRRB,,RERFGC1B_STOMACH,1240209.0,,285.0,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000145,PT-LH2axx,SK-LMS-1,SKLMS1,43.0,Commercial,SIDM01109,CVCL_0628,LMS,Unknown,,Primary,soft_tissue,Female,ATCC,,SKLMS1_SOFT_TISSUE,909720.0,,1641.0,LMS,Leiomyosarcoma,Leiomyosarcoma,Soft Tissue
ACH-000146,PT-Sv45MF,THP-1,THP1,1.0,Commercial,SIDM01172,CVCL_0006,AML,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,ATCC,,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909771.0,,770.0,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000147,PT-9WkxWW,T-47D,T47D,54.0,Commercial,SIDM00097,CVCL_0553,IDC,Adherent,luminal,Metastatic,pleural_effusion,Female,ATCC,,T47D_BREAST,905945.0,,1286.0,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000148,PT-sW6DWH,Hs 578T,HS578T,74.0,Commercial,SIDM00135,CVCL_0332,BRCNOS,Adherent,basal_B,Primary,breast,Female,ATCC,,HS578T_BREAST,905957.0,,655.0,BRCNOS,"Breast Invasive Carcinoma, NOS",Invasive Breast Carcinoma,Breast
ACH-000149,PT-ombRgU,SK-N-SH,SKNSH,4.0,Commercial,SIDM01098,CVCL_0531,NBL,Unknown,,Metastatic,bone_marrow,Female,ATCC,,SKNSH_AUTONOMIC_GANGLIA,717431.0,,1165.0,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000150,PT-H39843,HCC2935,HCC2935,39.0,Commercial,,CVCL_1265,LUAD,Adherent,,Primary,pleural_effusion,Male,ATCC,,HCC2935_LUNG,,,,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000151,PT-t7KWtB,JM1,JM1,,Commercial,SIDM00689,CVCL_3532,BLL,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,ATCC,,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1327768.0,,2096.0,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000152,PT-DK2CQc,M059K,M059K,33.0,Commercial,SIDM00639,CVCL_0401,GB,Adherent,,Primary,central_nervous_system,Male,ATCC,,M059K_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000153,PT-TexA3V,NCI-H2052,NCIH2052,65.0,Commercial,SIDM00713,CVCL_1518,PLSMESO,Adherent,,Metastatic,pleural_effusion,Male,ATCC,,NCIH2052_PLEURA,688058.0,,1485.0,PLSMESO,"Pleural Mesothelioma, Sarcomatoid Type",Pleural Mesothelioma,Pleura
ACH-000154,PT-AJl2G5,HS888T,HS888T,20.0,Commercial,,CVCL_0979,ZFIBBON,Unknown,,,fibroblast,Male,ATCC,,HS888T_FIBROBLAST,,,,,"Fibroblast, Bone",Non-Cancerous,Fibroblast
ACH-000155,PT-qPqCUF,SW 1990,SW1990,56.0,Commercial,SIDM01165,CVCL_1723,PAAD,Adherent,,Primary,spleen,Male,ATCC,,SW1990_PANCREAS,910907.0,,1912.0,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000156,PT-yxisxt,MHH-CALL-4,MHHCALL4,10.0,Commercial,SIDM00376,CVCL_1410,BLL,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,908133.0,,2070.0,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000157,PT-jcPkpq,A4/Fuk,A4FUK,52.0,Commercial,SIDM00502,CVCL_1064,DLBCLNOS,Suspension,,Primary,ascites,Female,JCRB,,A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,910934.0,,186.0,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-000158,PT-mgmL7l,OCI-LY3,OCILY3,52.0,Academic lab,,CVCL_8800,ABC,Suspension,,Primary,bone_marrow,Male,Received from CCLE; originally academic lab,,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,ABC,Activated B-cell Type,Non-Hodgkin Lymphoma,Lymphoid
ACH-000159,PT-T2g8EU,OS-RC-2,OSRC2,52.0,Commercial,SIDM00239,CVCL_1626,CCRCC,Adherent,,Primary,kidney,Male,RIKEN,,OSRC2_KIDNEY,909250.0,,1674.0,CCRCC,Renal Clear Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000160,PT-0GrZ0k,BT-12,BT12,0.0,Academic lab,,CVCL_M155,ATRT,Adherent,,,soft_tissue,Female,Roberts (St Jude Hospital),,BT12_SOFT_TISSUE,,,,ATRT,Atypical Teratoid/Rhabdoid Tumor,Embryonal Tumor,CNS/Brain
ACH-000161,PT-G4xjbZ,COR-L105,CORL105,,,SIDM00513,CVCL_1138,LUAD,Adherent,,Metastatic,pleural_effusion,Male,ECACC,,CORL105_LUNG,906805.0,,22.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000162,PT-MGPf78,GA-10,GA10,41.0,Commercial,SIDM00854,CVCL_1222,BL,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,ATCC,,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1303896.0,,1008.0,BL,Burkitt Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000163,PT-llVV5F,SW579,SW579,59.0,Commercial,SIDM01167,CVCL_3603,HNSC,Unknown,,Primary,thyroid,Male,ATCC,,SW579_THYROID,,,,HNSC,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-000164,PT-cHU83i,PANC-1,PANC1,56.0,Commercial,SIDM00610,CVCL_0480,PAAD,Adherent,,Primary,pancreas,Male,ATCC,,PANC1_PANCREAS,,,,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000165,PT-EyHts5,,HS751T,19.0,Commercial,,CVCL_0891,ZFIBLYM,Unknown,,,fibroblast,Male,ATCC,,HS751T_FIBROBLAST,,,,,"Fibroblast, Lymphocyte",Non-Cancerous,Fibroblast
ACH-000166,PT-BnqVL0,Kasumi-6,KASUMI6,64.0,Commercial,,CVCL_0614,AML,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,ATCC,,KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000167,PT-ghtKEp,KE-97,KE97,52.0,Commercial,,CVCL_3386,PCM,Unknown,,Metastatic,abdomen,Male,RIKEN,,KE97_STOMACH,,,,PCM,Plasma Cell Myeloma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000168,PT-FTVcJW,NOMO-1,NOMO1,31.0,Commercial,SIDM00580,CVCL_1609,AMOL,Suspension,,Primary,bone_marrow,Female,HSRRB,,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,908451.0,,297.0,AMOL,Acute Monoblastic/Monocytic Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000169,PT-TG4t9c,RD,RD,7.0,Commercial,SIDM00847,CVCL_1649,ERMS,Adherent,,Primary,soft_tissue,Female,ATCC,,RD_SOFT_TISSUE,909264.0,,1763.0,ERMS,Embryonal Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-000170,PT-fkfBUv,PrEC LH,PRECLH,,Academic lab,,CVCL_V626,ZIMMEPCP,Adherent,,,prostate,Male,Jesse Boehm (Broad),,PRECLH_PROSTATE,,,,,"Immortalized Epithelial Cells, Prostate",Non-Cancerous,Prostate
ACH-000171,PT-pJpjja,VMRC-RCZ,VMRCRCZ,,Commercial,SIDM00317,CVCL_1791,RCC,Adherent,,Primary,kidney,Unknown,HSRRB,,VMRCRCZ_KIDNEY,909781.0,,738.0,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000172,PT-o2d0Va,TM-87,TM87,1.0,Academic lab,,CVCL_8001,ATRT,Adherent,,Metastatic,pleural_effusion,Male,Roberts (St Jude Hospital),,TM87_SOFT_TISSUE,,,,ATRT,Atypical Teratoid/Rhabdoid Tumor,Embryonal Tumor,CNS/Brain
ACH-000173,PT-FarRYD,JHUEM-3,JHUEM3,60.0,Commercial,,CVCL_4657,UCEC,Unknown,,,endometrium,Female,RIKEN,,JHUEM3_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000174,PT-dTkV2T,CAL-62,CAL62,70.0,Commercial,SIDM00931,CVCL_1112,THAP,Unknown,,Primary,pleural_effusion,Female,DSMZ,,CAL62_THYROID,906828.0,,1753.0,THAP,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,Thyroid
ACH-000175,PT-8hjp6w,,TE159T,6.0,Commercial,,CVCL_1743,ZFIBSOF,Unknown,,,fibroblast,Male,ATCC,,TE159T_FIBROBLAST,,,,,"Fibroblast, Soft Tissue",Non-Cancerous,Fibroblast
ACH-000176,PT-wKL1PE,LOU-NH91,LOUNH91,64.0,Commercial,SIDM00341,CVCL_2104,LUSC,Adherent,,Primary,lung,Female,DSMZ,,LOUNH91_LUNG,1298226.0,,1506.0,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000177,PT-Noh10Y,NCI-H660,NCIH660,63.0,Commercial,SIDM01123,CVCL_1576,PRSCC,Mixed,,Metastatic,lymph_node,Male,ATCC,,NCIH660_PROSTATE,1330975.0,,87.0,PRSCC,Prostate Small Cell Carcinoma,Prostate Small Cell Carcinoma,Prostate
ACH-000178,PT-3ZZnoD,Hs 766T,HS766T,64.0,Commercial,SIDM00664,CVCL_0334,PAAD,Adherent,,Metastatic,lymph_node,Male,ATCC,,HS766T_PANCREAS,1298141.0,,1843.0,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
