hgnc_id	uniprot_id	class_id	class_term
HGNC:35414	A6NKP2	PC00091	dehydratase
HGNC:35414	A6NKP2	PC00262	metabolite interconversion enzyme
HGNC:35414	A6NKP2	PC00144	lyase
HGNC:16721	A6NKQ9	PC00179	peptide hormone
HGNC:16721	A6NKQ9	PC00207	intercellular signal molecule
HGNC:32416	A6NKT7	PC00226	scaffold/adaptor protein
HGNC:34236	A6NKW6	PC00226	scaffold/adaptor protein
HGNC:27091	A6NKX4	PC00258	secondary carrier transporter
HGNC:27091	A6NKX4	PC00227	transporter
HGNC:31304	A6NL08	PC00197	transmembrane signal receptor
HGNC:19616	A6NL26	PC00197	transmembrane signal receptor
HGNC:53845	A6NLC8	PC00259	general transcription factor
HGNC:53845	A6NLC8	PC00171	nucleic acid metabolism protein
HGNC:53845	A6NLC8	PC00031	RNA metabolism protein
HGNC:37148	A6NLI5	PC00234	ubiquitin-protein ligase
HGNC:37148	A6NLI5	PC00260	protein modifying enzyme
HGNC:33595	A6NLU5	PC00124	immunoglobulin receptor superfamily
HGNC:33595	A6NLU5	PC00090	defense/immunity protein
HGNC:32179	A6NLW8	PC00119	homeodomain transcription factor
HGNC:32179	A6NLW8	PC00218	DNA-binding transcription factor
HGNC:32179	A6NLW8	PC00264	gene-specific transcriptional regulator
HGNC:32179	A6NLW8	PC00116	helix-turn-helix transcription factor
HGNC:15143	A6NM03	PC00197	transmembrane signal receptor
HGNC:32404	A6NM11	PC00197	transmembrane signal receptor
HGNC:30219	A6NM36	PC00226	scaffold/adaptor protein
HGNC:37200	A6NM45	PC00214	tight junction
HGNC:37200	A6NM45	PC00070	cell junction protein
HGNC:31305	A6NM76	PC00197	transmembrane signal receptor
HGNC:24851	A6NMB1	PC00125	immunoglobulin superfamily cell adhesion molecule
HGNC:24851	A6NMB1	PC00069	cell adhesion molecule
HGNC:13287	A6NMB9	PC00166	non-motor microtubule binding protein
HGNC:13287	A6NMB9	PC00085	cytoskeletal protein
HGNC:13287	A6NMB9	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:38650	A6NMD2	PC00150	membrane traffic protein
HGNC:33632	A6NMK7	PC00148	RNA splicing factor
HGNC:33632	A6NMK7	PC00171	nucleic acid metabolism protein
HGNC:33632	A6NMK7	PC00147	RNA processing factor
HGNC:33632	A6NMK7	PC00031	RNA metabolism protein
HGNC:34295	A6NML5	PC00227	transporter
HGNC:31291	A6NMS3	PC00021	G-protein coupled receptor
HGNC:31291	A6NMS3	PC00197	transmembrane signal receptor
HGNC:29069	A6NMS7	PC00197	transmembrane signal receptor
HGNC:33179	A6NMX2	PC00224	translation initiation factor
HGNC:33179	A6NMX2	PC00223	translation factor
HGNC:33179	A6NMX2	PC00263	translational protein
HGNC:33706	A6NMZ2	PC00061	calmodulin-related
HGNC:33706	A6NMZ2	PC00060	calcium-binding protein
HGNC:31270	A6NMZ5	PC00197	transmembrane signal receptor
HGNC:32464	A6NN14	PC00248	C2H2 zinc finger transcription factor
HGNC:32464	A6NN14	PC00218	DNA-binding transcription factor
HGNC:32464	A6NN14	PC00264	gene-specific transcriptional regulator
HGNC:32464	A6NN14	PC00244	zinc finger transcription factor
HGNC:33251	A6NN92	PC00105	gap junction
HGNC:33251	A6NN92	PC00070	cell junction protein
HGNC:21536	A6NNA5	PC00119	homeodomain transcription factor
HGNC:21536	A6NNA5	PC00218	DNA-binding transcription factor
HGNC:21536	A6NNA5	PC00264	gene-specific transcriptional regulator
HGNC:21536	A6NNA5	PC00116	helix-turn-helix transcription factor
HGNC:19620	A6NND4	PC00197	transmembrane signal receptor
HGNC:33609	A6NNE9	PC00234	ubiquitin-protein ligase
HGNC:33609	A6NNE9	PC00260	protein modifying enzyme
HGNC:32484	A6NNM8	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:32484	A6NNM8	PC00085	cytoskeletal protein
HGNC:32434	A6NNN8	PC00046	amino acid transporter
HGNC:32434	A6NNN8	PC00258	secondary carrier transporter
HGNC:32434	A6NNN8	PC00227	transporter
HGNC:31670	A6NNW6	PC00144	lyase
HGNC:31670	A6NNW6	PC00262	metabolite interconversion enzyme
HGNC:13486	A6NNY8	PC00081	cysteine protease
HGNC:13486	A6NNY8	PC00190	protease
HGNC:13486	A6NNY8	PC00260	protein modifying enzyme
HGNC:24983	A6NNZ2	PC00228	tubulin
HGNC:24983	A6NNZ2	PC00085	cytoskeletal protein
HGNC:24983	A6NNZ2	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:32458	A6NP11	PC00218	DNA-binding transcription factor
HGNC:32458	A6NP11	PC00264	gene-specific transcriptional regulator
HGNC:31795	A6PVI3	PC00031	RNA metabolism protein
HGNC:31795	A6PVI3	PC00171	nucleic acid metabolism protein
HGNC:23844	A6QL63	PC00226	scaffold/adaptor protein
HGNC:24785	A6XGL0	PC00096	epimerase/racemase
HGNC:24785	A6XGL0	PC00135	isomerase
HGNC:24785	A6XGL0	PC00262	metabolite interconversion enzyme
HGNC:31972	A7E2F4	PC00150	membrane traffic protein
HGNC:17399	A7KAX9	PC00257	GTPase-activating protein
HGNC:17399	A7KAX9	PC00022	G-protein modulator
HGNC:17399	A7KAX9	PC00095	protein-binding activity modulator
HGNC:34005	A8CG34	PC00227	transporter
HGNC:23336	A8K2U0	PC00191	protease inhibitor
HGNC:23336	A8K2U0	PC00095	protein-binding activity modulator
HGNC:30811	A8K4G0	PC00124	immunoglobulin receptor superfamily
HGNC:30811	A8K4G0	PC00090	defense/immunity protein
HGNC:2015	A8K7I4	PC00133	ion channel
HGNC:2015	A8K7I4	PC00227	transporter
HGNC:29379	A8K855	PC00061	calmodulin-related
HGNC:29379	A8K855	PC00060	calcium-binding protein
HGNC:26496	A8K8V0	PC00248	C2H2 zinc finger transcription factor
HGNC:26496	A8K8V0	PC00218	DNA-binding transcription factor
HGNC:26496	A8K8V0	PC00264	gene-specific transcriptional regulator
HGNC:26496	A8K8V0	PC00244	zinc finger transcription factor
HGNC:30541	A8K979	PC00099	exoribonuclease
HGNC:30541	A8K979	PC00171	nucleic acid metabolism protein
HGNC:30541	A8K979	PC00031	RNA metabolism protein
HGNC:28406	A8MPX8	PC00195	protein phosphatase
HGNC:28406	A8MPX8	PC00260	protein modifying enzyme
HGNC:17969	A8MPY1	PC00141	ligand-gated ion channel
HGNC:17969	A8MPY1	PC00133	ion channel
HGNC:17969	A8MPY1	PC00227	transporter
HGNC:27994	A8MQ14	PC00248	C2H2 zinc finger transcription factor
HGNC:27994	A8MQ14	PC00218	DNA-binding transcription factor
HGNC:27994	A8MQ14	PC00264	gene-specific transcriptional regulator
HGNC:27994	A8MQ14	PC00244	zinc finger transcription factor
HGNC:35422	A8MQ27	PC00234	ubiquitin-protein ligase
HGNC:35422	A8MQ27	PC00260	protein modifying enzyme
HGNC:31973	A8MQT2	PC00150	membrane traffic protein
HGNC:38709	A8MT65	PC00248	C2H2 zinc finger transcription factor
HGNC:38709	A8MT65	PC00218	DNA-binding transcription factor
HGNC:38709	A8MT65	PC00264	gene-specific transcriptional regulator
HGNC:38709	A8MT65	PC00244	zinc finger transcription factor
HGNC:22800	A8MTJ3	PC00117	heterotrimeric G-protein
HGNC:22800	A8MTJ3	PC00020	G-protein
HGNC:22800	A8MTJ3	PC00095	protein-binding activity modulator
HGNC:35123	A8MTJ6	PC00246	winged helix/forkhead transcription factor
HGNC:35123	A8MTJ6	PC00218	DNA-binding transcription factor
HGNC:35123	A8MTJ6	PC00264	gene-specific transcriptional regulator
HGNC:35123	A8MTJ6	PC00116	helix-turn-helix transcription factor
HGNC:31839	A8MTQ0	PC00119	homeodomain transcription factor
HGNC:31839	A8MTQ0	PC00218	DNA-binding transcription factor
HGNC:31839	A8MTQ0	PC00264	gene-specific transcriptional regulator
HGNC:31839	A8MTQ0	PC00116	helix-turn-helix transcription factor
HGNC:32460	A8MTY0	PC00218	DNA-binding transcription factor
HGNC:32460	A8MTY0	PC00264	gene-specific transcriptional regulator
HGNC:37177	A8MUK1	PC00081	cysteine protease
HGNC:37177	A8MUK1	PC00190	protease
HGNC:37177	A8MUK1	PC00260	protein modifying enzyme
HGNC:40039	A8MUM7	PC00102	extracellular matrix protein
HGNC:33113	A8MUP2	PC00155	methyltransferase
HGNC:33113	A8MUP2	PC00220	transferase
HGNC:33113	A8MUP2	PC00262	metabolite interconversion enzyme
HGNC:51826	A8MUP6	PC00085	cytoskeletal protein
HGNC:22785	A8MUV8	PC00218	DNA-binding transcription factor
HGNC:22785	A8MUV8	PC00264	gene-specific transcriptional regulator
HGNC:37134	A8MUZ8	PC00248	C2H2 zinc finger transcription factor
HGNC:37134	A8MUZ8	PC00218	DNA-binding transcription factor
HGNC:37134	A8MUZ8	PC00264	gene-specific transcriptional regulator
HGNC:37134	A8MUZ8	PC00244	zinc finger transcription factor
HGNC:24774	A8MV23	PC00191	protease inhibitor
HGNC:24774	A8MV23	PC00095	protein-binding activity modulator
HGNC:24327	A8MV65	PC00217	transcription cofactor
HGNC:24327	A8MV65	PC00264	gene-specific transcriptional regulator
HGNC:37252	A8MVX0	PC00113	guanyl-nucleotide exchange factor
HGNC:37252	A8MVX0	PC00022	G-protein modulator
HGNC:37252	A8MVX0	PC00095	protein-binding activity modulator
HGNC:38606	A8MW95	PC00191	protease inhibitor
HGNC:38606	A8MW95	PC00095	protein-binding activity modulator
HGNC:16664	A8MX76	PC00081	cysteine protease
HGNC:16664	A8MX76	PC00190	protease
HGNC:16664	A8MX76	PC00260	protein modifying enzyme
HGNC:31673	A8MXD5	PC00176	oxidoreductase
HGNC:31673	A8MXD5	PC00262	metabolite interconversion enzyme
HGNC:53652	A8MXE2	PC00111	glycosyltransferase
HGNC:53652	A8MXE2	PC00220	transferase
HGNC:53652	A8MXE2	PC00262	metabolite interconversion enzyme
HGNC:34443	A8MXK1	PC00124	immunoglobulin receptor superfamily
HGNC:34443	A8MXK1	PC00090	defense/immunity protein
HGNC:17418	A8MXT2	PC00226	scaffold/adaptor protein
HGNC:13175	A8MXY4	PC00248	C2H2 zinc finger transcription factor
HGNC:13175	A8MXY4	PC00218	DNA-binding transcription factor
HGNC:13175	A8MXY4	PC00264	gene-specific transcriptional regulator
HGNC:13175	A8MXY4	PC00244	zinc finger transcription factor
HGNC:34388	A8MYP8	PC00211	structural protein
HGNC:18867	A8MYU2	PC00133	ion channel
HGNC:18867	A8MYU2	PC00227	transporter
HGNC:34530	A8MZ26	PC00061	calmodulin-related
HGNC:34530	A8MZ26	PC00060	calcium-binding protein
HGNC:35236	A8MZ36	PC00130	intermediate filament binding protein
HGNC:35236	A8MZ36	PC00129	intermediate filament
HGNC:35236	A8MZ36	PC00085	cytoskeletal protein
HGNC:31953	A8MZ59	PC00119	homeodomain transcription factor
HGNC:31953	A8MZ59	PC00218	DNA-binding transcription factor
HGNC:31953	A8MZ59	PC00264	gene-specific transcriptional regulator
HGNC:31953	A8MZ59	PC00116	helix-turn-helix transcription factor
HGNC:37225	A8MZA4	PC00041	actin or actin-binding cytoskeletal protein
HGNC:37225	A8MZA4	PC00085	cytoskeletal protein
HGNC:21839	A9QM74	PC00227	transporter
HGNC:24030	A9UHW6	PC00031	RNA metabolism protein
HGNC:24030	A9UHW6	PC00171	nucleic acid metabolism protein
HGNC:346	A9YTQ3	PC00055	basic helix-loop-helix transcription factor
HGNC:346	A9YTQ3	PC00218	DNA-binding transcription factor
HGNC:346	A9YTQ3	PC00264	gene-specific transcriptional regulator
HGNC:13880	B0I1T2	PC00040	actin binding motor protein
HGNC:13880	B0I1T2	PC00085	cytoskeletal protein
HGNC:13880	B0I1T2	PC00041	actin or actin-binding cytoskeletal protein
HGNC:13281	B1AK53	PC00165	non-motor actin binding protein
HGNC:13281	B1AK53	PC00085	cytoskeletal protein
HGNC:13281	B1AK53	PC00041	actin or actin-binding cytoskeletal protein
HGNC:23488	B1APH4	PC00248	C2H2 zinc finger transcription factor
HGNC:23488	B1APH4	PC00218	DNA-binding transcription factor
HGNC:23488	B1APH4	PC00264	gene-specific transcriptional regulator
HGNC:23488	B1APH4	PC00244	zinc finger transcription factor
HGNC:30738	B2RN74	PC00021	G-protein coupled receptor
HGNC:30738	B2RN74	PC00197	transmembrane signal receptor
HGNC:33894	B2RU33	PC00150	membrane traffic protein
HGNC:32550	B2RXF5	PC00248	C2H2 zinc finger transcription factor
HGNC:32550	B2RXF5	PC00218	DNA-binding transcription factor
HGNC:32550	B2RXF5	PC00264	gene-specific transcriptional regulator
HGNC:32550	B2RXF5	PC00244	zinc finger transcription factor
HGNC:37098	B2RXH2	PC00261	histone modifying enzyme
HGNC:37098	B2RXH2	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:32467	B4DX44	PC00218	DNA-binding transcription factor
HGNC:32467	B4DX44	PC00264	gene-specific transcriptional regulator
HGNC:37138	B4DXR9	PC00218	DNA-binding transcription factor
HGNC:37138	B4DXR9	PC00264	gene-specific transcriptional regulator
HGNC:48369	B4DZS4	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:48369	B4DZS4	PC00085	cytoskeletal protein
HGNC:44669	B4E2M5	PC00139	kinase inhibitor
HGNC:44669	B4E2M5	PC00140	kinase modulator
HGNC:44669	B4E2M5	PC00095	protein-binding activity modulator
HGNC:45037	B5MCY1	PC00226	scaffold/adaptor protein
HGNC:33426	B5MD39	PC00121	hydrolase
HGNC:33426	B5MD39	PC00262	metabolite interconversion enzyme
HGNC:26347	B5ME19	PC00224	translation initiation factor
HGNC:26347	B5ME19	PC00223	translation factor
HGNC:26347	B5ME19	PC00263	translational protein
HGNC:37250	B6A8C7	PC00124	immunoglobulin receptor superfamily
HGNC:37250	B6A8C7	PC00090	defense/immunity protein
HGNC:26501	B6SEH8	PC00237	viral or transposable element protein
HGNC:39051	B6SEH9	PC00237	viral or transposable element protein
HGNC:39080	B7U540	PC00133	ion channel
HGNC:39080	B7U540	PC00227	transporter
HGNC:33258	B7Z6K7	PC00248	C2H2 zinc finger transcription factor
HGNC:33258	B7Z6K7	PC00218	DNA-binding transcription factor
HGNC:33258	B7Z6K7	PC00264	gene-specific transcriptional regulator
HGNC:33258	B7Z6K7	PC00244	zinc finger transcription factor
HGNC:31984	B7ZAQ6	PC00021	G-protein coupled receptor
HGNC:31984	B7ZAQ6	PC00197	transmembrane signal receptor
HGNC:14945	B7ZBB8	PC00184	phosphatase modulator
HGNC:14945	B7ZBB8	PC00095	protein-binding activity modulator
HGNC:38476	B9A064	PC00123	immunoglobulin
HGNC:38476	B9A064	PC00090	defense/immunity protein
HGNC:51246	B9A6J9	PC00257	GTPase-activating protein
HGNC:51246	B9A6J9	PC00022	G-protein modulator
HGNC:51246	B9A6J9	PC00095	protein-binding activity modulator
HGNC:43973	C9J1S8	PC00234	ubiquitin-protein ligase
HGNC:37217	C9J1S8	PC00234	ubiquitin-protein ligase
HGNC:43973	C9J1S8	PC00260	protein modifying enzyme
HGNC:37217	C9J1S8	PC00260	protein modifying enzyme
HGNC:37258	C9J202	PC00111	glycosyltransferase
HGNC:37258	C9J202	PC00220	transferase
HGNC:37258	C9J202	PC00262	metabolite interconversion enzyme
HGNC:44443	C9J2P7	PC00081	cysteine protease
HGNC:44443	C9J2P7	PC00190	protease
HGNC:44443	C9J2P7	PC00260	protein modifying enzyme
HGNC:35202	C9J798	PC00257	GTPase-activating protein
HGNC:35202	C9J798	PC00022	G-protein modulator
HGNC:35202	C9J798	PC00095	protein-binding activity modulator
HGNC:38708	C9JBD0	PC00248	C2H2 zinc finger transcription factor
HGNC:38708	C9JBD0	PC00218	DNA-binding transcription factor
HGNC:38708	C9JBD0	PC00264	gene-specific transcriptional regulator
HGNC:38708	C9JBD0	PC00244	zinc finger transcription factor
HGNC:37218	C9JDP6	PC00214	tight junction
HGNC:37218	C9JDP6	PC00070	cell junction protein
HGNC:33630	C9JE40	PC00147	RNA processing factor
HGNC:33630	C9JE40	PC00171	nucleic acid metabolism protein
HGNC:33630	C9JE40	PC00031	RNA metabolism protein
HGNC:44438	C9JJH3	PC00081	cysteine protease
HGNC:44438	C9JJH3	PC00190	protease
HGNC:44438	C9JJH3	PC00260	protein modifying enzyme
HGNC:44441	C9JLJ4	PC00081	cysteine protease
HGNC:44441	C9JLJ4	PC00190	protease
HGNC:44441	C9JLJ4	PC00260	protein modifying enzyme
HGNC:37246	C9JN71	PC00248	C2H2 zinc finger transcription factor
HGNC:37246	C9JN71	PC00218	DNA-binding transcription factor
HGNC:37246	C9JN71	PC00264	gene-specific transcriptional regulator
HGNC:37246	C9JN71	PC00244	zinc finger transcription factor
HGNC:44440	C9JPN9	PC00081	cysteine protease
HGNC:44440	C9JPN9	PC00190	protease
HGNC:44440	C9JPN9	PC00260	protein modifying enzyme
HGNC:37281	C9JRZ8	PC00198	reductase
HGNC:37281	C9JRZ8	PC00176	oxidoreductase
HGNC:37281	C9JRZ8	PC00262	metabolite interconversion enzyme
HGNC:27293	C9JUS6	PC00179	peptide hormone
HGNC:27293	C9JUS6	PC00207	intercellular signal molecule
HGNC:44439	C9JVI0	PC00081	cysteine protease
HGNC:44439	C9JVI0	PC00190	protease
HGNC:44439	C9JVI0	PC00260	protein modifying enzyme
HGNC:37646	D3W0D1	PC00197	transmembrane signal receptor
HGNC:44449	D6R901	PC00081	cysteine protease
HGNC:44449	D6R901	PC00190	protease
HGNC:44449	D6R901	PC00260	protein modifying enzyme
HGNC:44446	D6R9N7	PC00081	cysteine protease
HGNC:44446	D6R9N7	PC00190	protease
HGNC:44446	D6R9N7	PC00260	protein modifying enzyme
HGNC:44450	D6RA61	PC00081	cysteine protease
HGNC:44450	D6RA61	PC00190	protease
HGNC:44450	D6RA61	PC00260	protein modifying enzyme
HGNC:44451	D6RBM5	PC00081	cysteine protease
HGNC:44451	D6RBM5	PC00190	protease
HGNC:44451	D6RBM5	PC00260	protein modifying enzyme
HGNC:44445	D6RBQ6	PC00081	cysteine protease
HGNC:44445	D6RBQ6	PC00190	protease
HGNC:44445	D6RBQ6	PC00260	protein modifying enzyme
HGNC:44447	D6RCP7	PC00081	cysteine protease
HGNC:44447	D6RCP7	PC00190	protease
HGNC:44447	D6RCP7	PC00260	protein modifying enzyme
HGNC:51180	D6REC4	PC00211	structural protein
HGNC:38652	D6RF30	PC00150	membrane traffic protein
HGNC:44448	D6RJB6	PC00081	cysteine protease
HGNC:44448	D6RJB6	PC00190	protease
HGNC:44448	D6RJB6	PC00260	protein modifying enzyme
HGNC:37142	E7ETH6	PC00248	C2H2 zinc finger transcription factor
HGNC:37142	E7ETH6	PC00218	DNA-binding transcription factor
HGNC:37142	E7ETH6	PC00264	gene-specific transcriptional regulator
HGNC:37142	E7ETH6	PC00244	zinc finger transcription factor
HGNC:43943	E9PB15	PC00072	chaperone
HGNC:40024	E9PGG2	PC00119	homeodomain transcription factor
HGNC:40024	E9PGG2	PC00218	DNA-binding transcription factor
HGNC:40024	E9PGG2	PC00264	gene-specific transcriptional regulator
HGNC:40024	E9PGG2	PC00116	helix-turn-helix transcription factor
HGNC:33998	F5H284	PC00072	chaperone
HGNC:44405	F8WBI6	PC00150	membrane traffic protein
HGNC:32934	G3V0H7	PC00227	transporter
HGNC:40910	H0UI37	PC00220	transferase
HGNC:40910	H0UI37	PC00262	metabolite interconversion enzyme
HGNC:31009	H0YL14	PC00085	cytoskeletal protein
HGNC:50289	H0YM25	PC00041	actin or actin-binding cytoskeletal protein
HGNC:50289	H0YM25	PC00085	cytoskeletal protein
HGNC:44409	H3BPF8	PC00150	membrane traffic protein
HGNC:44410	H3BQL2	PC00150	membrane traffic protein
HGNC:44404	H3BSY2	PC00150	membrane traffic protein
HGNC:48327	H3BUK9	PC00150	membrane traffic protein
HGNC:44408	H3BV12	PC00150	membrane traffic protein
HGNC:44152	H3BV60	PC00197	transmembrane signal receptor
HGNC:51677	H7BZ55	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:51259	H7C241	PC00214	tight junction
HGNC:51259	H7C241	PC00070	cell junction protein
HGNC:34228	I1YAP6	PC00234	ubiquitin-protein ligase
HGNC:34228	I1YAP6	PC00260	protein modifying enzyme
HGNC:44407	I6L899	PC00150	membrane traffic protein
HGNC:44480	K9M1U5	PC00128	interleukin superfamily
HGNC:44480	K9M1U5	PC00083	cytokine
HGNC:44480	K9M1U5	PC00207	intercellular signal molecule
HGNC:2960	O00115	PC00093	endodeoxyribonuclease
HGNC:2960	O00115	PC00171	nucleic acid metabolism protein
HGNC:2960	O00115	PC00009	DNA metabolism protein
HGNC:6318	O00139	PC00156	microtubule binding motor protein
HGNC:6318	O00139	PC00085	cytoskeletal protein
HGNC:6318	O00139	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:10810	O00141	PC00167	non-receptor serine/threonine protein kinase
HGNC:10810	O00141	PC00260	protein modifying enzyme
HGNC:11831	O00142	PC00172	nucleotide kinase
HGNC:11831	O00142	PC00220	transferase
HGNC:11831	O00142	PC00137	kinase
HGNC:11831	O00142	PC00262	metabolite interconversion enzyme
HGNC:4047	O00144	PC00197	transmembrane signal receptor
HGNC:2067	O00151	PC00041	actin or actin-binding cytoskeletal protein
HGNC:2067	O00151	PC00085	cytoskeletal protein
HGNC:24157	O00154	PC00097	esterase
HGNC:24157	O00154	PC00262	metabolite interconversion enzyme
HGNC:24157	O00154	PC00121	hydrolase
HGNC:4480	O00155	PC00021	G-protein coupled receptor
HGNC:4480	O00155	PC00197	transmembrane signal receptor
HGNC:7597	O00159	PC00040	actin binding motor protein
HGNC:7597	O00159	PC00085	cytoskeletal protein
HGNC:7597	O00159	PC00041	actin or actin-binding cytoskeletal protein
HGNC:7600	O00160	PC00040	actin binding motor protein
HGNC:7600	O00160	PC00085	cytoskeletal protein
HGNC:7600	O00160	PC00041	actin or actin-binding cytoskeletal protein
HGNC:11131	O00161	PC00034	SNARE protein
HGNC:11131	O00161	PC00150	membrane traffic protein
HGNC:4025	O00168	PC00068	primary active transporter
HGNC:4025	O00168	PC00227	transporter
HGNC:358	O00170	PC00072	chaperone
HGNC:10623	O00175	PC00083	cytokine
HGNC:10623	O00175	PC00207	intercellular signal molecule
HGNC:4669	O00178	PC00222	translation elongation factor
HGNC:4669	O00178	PC00223	translation factor
HGNC:4669	O00178	PC00263	translational protein
HGNC:6272	O00180	PC00133	ion channel
HGNC:6272	O00180	PC00227	transporter
HGNC:6570	O00182	PC00102	extracellular matrix protein
HGNC:11446	O00186	PC00151	membrane trafficking regulatory protein
HGNC:11446	O00186	PC00150	membrane traffic protein
HGNC:6902	O00187	PC00203	serine protease
HGNC:6902	O00187	PC00190	protease
HGNC:6902	O00187	PC00260	protein modifying enzyme
HGNC:574	O00189	PC00150	membrane traffic protein
HGNC:728	O00192	PC00130	intermediate filament binding protein
HGNC:728	O00192	PC00129	intermediate filament
HGNC:728	O00192	PC00085	cytoskeletal protein
HGNC:566	O00203	PC00150	membrane traffic protein
HGNC:11459	O00204	PC00220	transferase
HGNC:11459	O00204	PC00262	metabolite interconversion enzyme
HGNC:670	O00212	PC00208	small GTPase
HGNC:670	O00212	PC00020	G-protein
HGNC:670	O00212	PC00095	protein-binding activity modulator
HGNC:6569	O00214	PC00102	extracellular matrix protein
HGNC:7715	O00217	PC00176	oxidoreductase
